cell_id,vaccine_element,log_p_no_response,p_no_response,p_response,log_p_response
0,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut12,-0.28593170941306684,0.7513139218637056,0.2486860781362944,-1.3915639082828826
0,mut15,-1.5754940364902839,0.20690530865458337,0.7930946913454167,-0.2318126554653638
0,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut33,-1.2795135934460267,0.27817257251432514,0.7218274274856749,-0.3259691887621117
0,mut39,-0.38124167921739277,0.6830127996724046,0.3169872003275954,-1.148893883435522
0,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
1,mut11,-0.7926331593285353,0.45265132161868815,0.5473486783813118,-0.6026692420114259
1,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut15,-1.2345674922974632,0.2909605778488622,0.7090394221511378,-0.34384415152589964
1,mut19,-1.6260362733413984,0.19670772657608407,0.803292273423916,-0.21903665439224135
1,mut20,-0.4866021826529983,0.614711527218304,0.385288472781696,-0.9537629453119777
1,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
2,mut11,-0.6144357366628854,0.5409460452294441,0.4590539547705559,-0.7785875273101481
2,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut28,-1.9220167163856559,0.14631159540313818,0.8536884045968618,-0.15818901758493029
2,mut33,-0.6144357366628855,0.540946045229444,0.459053954770556,-0.7785875273101479
2,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
3,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut15,-2.6883310066427466,0.06799432680377201,0.932005673196228,-0.07041637719465604
3,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut33,-1.1134586362587968,0.328421105351802,0.671578894648198,-0.39812377975169927
3,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
4,mut11,-0.8050556762715373,0.44706303506349554,0.5529369649365045,-0.5925112714134584
4,mut12,-0.19062173960874093,0.8264451404965794,0.17355485950342064,-1.7512615364704385
4,mut15,-1.0238464854262521,0.3592105811561647,0.6407894188438352,-0.44505439578030653
4,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut20,-0.5090752332272799,0.6010511540198691,0.3989488459801309,-0.918922075874891
4,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut26,-0.09531176980441498,0.9090894636374308,0.09091053636256918,-2.397879372936513
4,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
5,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut12,-0.09531176980441498,0.9090894636374308,0.09091053636256918,-2.397879372936513
5,mut15,-0.6043852030316058,0.5464102547642036,0.4535897452357964,-0.7905621343290062
5,mut19,-0.4866021826529983,0.614711527218304,0.385288472781696,-0.9537629453119777
5,mut20,-0.4866021826529983,0.614711527218304,0.385288472781696,-0.9537629453119777
5,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut28,-0.6973231895242094,0.49791634921811323,0.5020836507818868,-0.6889885381488025
5,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
6,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut26,-0.09531176980441498,0.9090894636374308,0.09091053636256918,-2.397879372936513
6,mut28,-2.390268176481473,0.09160511424593004,0.90839488575407,-0.09607609871586631
6,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
7,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut15,-0.8151062099028169,0.4425923171779268,0.5574076828220732,-0.584458380710166
7,mut19,-1.3523505126760709,0.25863162870586015,0.7413683712941399,-0.29925764996031495
7,mut20,-0.38124167921739277,0.6830127996724046,0.3169872003275954,-1.148893883435522
7,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut28,-0.8050556762715374,0.4470630350634955,0.5529369649365046,-0.5925112714134582
7,mut33,-0.8050556762715373,0.44706303506349554,0.5529369649365045,-0.5925112714134584
7,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
8,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut12,-0.3912922128486724,0.6761825379417873,0.3238174620582127,-1.1275753106620796
8,mut15,-0.7950051426402578,0.4515789126087253,0.5484210873912747,-0.6007118794598186
8,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut20,-0.9385870492532059,0.3911801633644534,0.6088198366355466,-0.49623288979276975
8,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut28,-0.38124167921739277,0.6830127996724046,0.3169872003275954,-1.148893883435522
8,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut44,-0.20067227324002054,0.8181805272736707,0.18181947272632926,-1.7047409922688193
8,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
9,mut11,-0.9933036325684668,0.3703511636246297,0.6296488363753703,-0.46259301758190546
9,mut12,-0.1906217396087409,0.8264451404965794,0.17355485950342064,-1.7512615364704385
9,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut19,-2.027377250376805,0.13168043344868444,0.8683195665513156,-0.14119546784798095
9,mut20,-0.5819121524573242,0.5588287784615797,0.44117122153842026,-0.8183222214309787
9,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
