cell_id,vaccine_element,log_p_no_response,p_no_response,p_response,log_p_response
0,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut19,-2.9755695731280754,0.051018367036156184,0.9489816329638439,-0.052365834654503306
0,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut33,-0.42144301818695484,0.6560993730602378,0.3439006269397622,-1.067402538516319
0,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
0,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
1,mut11,-1.3501559422819074,0.259199837280022,0.7408001627199781,-0.3000243759957935
1,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut19,-1.260772006147217,0.28343512835385865,0.7165648716461414,-0.3332864961806361
1,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut28,-0.7623693662686637,0.4665596656320738,0.5334403343679261,-0.6284080526054057
1,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
1,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
2,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut12,-0.3160827136402384,0.7289991495004284,0.27100085049957157,-1.305633319732558
2,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut20,-0.8677296708153801,0.41990378771521175,0.5800962122847882,-0.544561305949142
2,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut26,-0.21072240909352194,0.8099988840006946,0.19000111599930536,-1.6607253331583465
2,mut28,-1.917551455234712,0.14696637568054452,0.8530336243194555,-0.15895631336999355
2,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
2,mut39,-0.7905404364893294,0.45359958726014254,0.5464004127398574,-0.6044032153454295
2,mut44,-0.10536210454680549,0.8999985700010548,0.10000142999894523,-2.3025707931068373
2,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
3,mut11,-0.9083234582568255,0.40319963872012105,0.5968003612798789,-0.5161726247310419
3,mut12,-0.1053621045468055,0.8999985700010548,0.10000142999894523,-2.3025707931068373
3,mut15,-0.7499466490478839,0.4723917546186174,0.5276082453813826,-0.6394012301690126
3,mut19,-1.3377334000611365,0.26243984107801643,0.7375601589219836,-0.30440762267529076
3,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
3,mut39,-1.1314667845710382,0.322559783552039,0.6774402164479609,-0.38943397152700665
3,mut44,-0.1053621045468055,0.8999985700010548,0.10000142999894523,-2.3025707931068373
3,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
4,mut11,-0.6445863445011675,0.5248796165460892,0.47512038345391083,-0.7441870682073575
4,mut12,-0.1053621045468055,0.8999985700010548,0.10000142999894523,-2.3025707931068373
4,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut19,-17.861293962431777,1.7495992846589834e-08,0.9999999825040071,-1.7495993029758667e-08
4,mut20,-0.7781177192685497,0.459269672679071,0.540730327320929,-0.6148345951696426
4,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut26,-0.21072240909352194,0.8099988840006946,0.19000111599930536,-1.6607253331583465
4,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
4,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
5,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut15,-1.897159986618719,0.14999399986008313,0.8500060001399169,-0.16251187053455193
5,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut28,-1.9299741446777237,0.1451519513855894,0.8548480486144105,-0.15683154675842872
5,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut39,-0.1053621045468055,0.8999985700010548,0.10000142999894523,-2.3025707931068373
5,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
5,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
6,mut11,-0.7905404364893294,0.45359958726014254,0.5464004127398574,-0.6044032153454295
6,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut20,-0.7623693662686636,0.46655966563207385,0.5334403343679261,-0.6284080526054057
6,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut28,-1.2323729205144112,0.2915998128900278,0.7084001871099722,-0.34474610894309793
6,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut39,-0.21072240909352194,0.8099988840006946,0.19000111599930536,-1.6607253331583465
6,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
6,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
7,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut20,-1.6740166603045064,0.18749245763929676,0.8125075423607032,-0.20763008191584953
7,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut26,-0.31608271364023843,0.7289991495004284,0.27100085049957157,-1.305633319732558
7,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut33,-1.2525754421176405,0.2857678697033994,0.7142321302966006,-0.3365472570199318
7,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
7,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
8,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut15,-0.9888383283619825,0.37200859194030783,0.6279914080596922,-0.46522879404114115
8,mut19,-1.2856174405887764,0.2764798210560281,0.7235201789439719,-0.32362684256840857
8,mut20,-0.6445863445011675,0.5248796165460892,0.47512038345391083,-0.7441870682073575
8,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut28,-0.539226039954451,0.5831994508202029,0.41680054917979714,-0.8751474709339699
8,mut33,-0.6727574147218331,0.5102995285801677,0.4897004714198323,-0.7139613576036481
8,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
8,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
9,mut11,-0.5516487571752308,0.5759993440003183,0.42400065599968173,-0.8580202765823155
9,mut12,-0.21072240909352194,0.8099988840006946,0.19000111599930536,-1.6607253331583465
9,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut19,-1.3501559422819074,0.259199837280022,0.7408001627199781,-0.3000243759957935
9,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut28,-1.196005489041946,0.3023997416400778,0.6976002583599221,-0.3601090360320428
9,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
9,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
10,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
10,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
10,mut15,-1.1190440673502584,0.32659184525760276,0.6734081547423972,-0.39540366252391634
10,mut19,-0.9888383283619825,0.37200859194030783,0.6279914080596922,-0.46522879404114115
10,mut20,-0.7499466490478839,0.4723917546186174,0.5276082453813826,-0.6394012301690126
10,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
10,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
10,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
10,mut33,-0.6570090617219472,0.5183995190401727,0.4816004809598273,-0.7306403863172867
10,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
10,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
10,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
11,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
11,mut12,-0.1053621045468055,0.8999985700010548,0.10000142999894523,-2.3025707931068373
11,mut15,-0.6570090617219472,0.5183995190401727,0.4816004809598273,-0.7306403863172867
11,mut19,-1.2447958127352,0.2879997080001135,0.7120002919998865,-0.3396769574580453
11,mut20,-0.8553069535946004,0.4251526689111979,0.574847331088802,-0.5536507845890218
11,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
11,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
11,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
11,mut33,-0.4338657354077346,0.6479992530003693,0.3520007469996307,-1.04412198122825
11,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
11,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
11,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
12,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
12,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
12,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
12,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
12,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
12,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
12,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
